chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,MCMC_Experiments,MCMC10,TRUE,0.86158,0.980662983425414,0.993685872138911,0.988555643251776,0.999210734017364
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,MCMC_Experiments,MCMC10,FALSE,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,MCMC_Experiments,MCMC10,FALSE,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,MCMC_Experiments,MCMC10,FALSE,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,MCMC_Experiments,MCMC10,FALSE,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,MCMC_Experiments,MCMC10,TRUE,0.768377118644068,0.527624309392265,0.709550118389897,0.970402525651144,0.997237569060773
HumanHap550-2v3_B-b37,MCMC_Experiments,MCMC10,TRUE,0.739358369098712,0.523283346487766,0.705209155485399,0.968429360694554,0.993291239147593
HumanHap550v3_A-b37,MCMC_Experiments,MCMC10,TRUE,0.739358369098712,0.523283346487766,0.705209155485399,0.968429360694554,0.993291239147593
Human610-Quadv1_B-b37,MCMC_Experiments,MCMC10,TRUE,0.713096069868996,0.388318863456985,0.55130228887135,0.932123125493291,0.957379636937648
human610-quadv1_h-b37,MCMC_Experiments,MCMC10,TRUE,0.713185589519651,0.388318863456985,0.55130228887135,0.931728492501973,0.956590370955012
HumanHap650Yv3_A-b37,MCMC_Experiments,MCMC10,TRUE,0.739467811158798,0.523283346487766,0.705209155485399,0.968034727703236,0.993291239147593
Human660W-Quad_v1_A-b37,MCMC_Experiments,MCMC10,TRUE,0.713804347826087,0.388318863456985,0.55130228887135,0.932517758484609,0.957379636937648
Human660W-Quad_v1_C-b37,MCMC_Experiments,MCMC10,TRUE,0.713995652173913,0.388318863456985,0.55130228887135,0.931728492501973,0.957379636937648
human660w-quad_v1_h-b37,MCMC_Experiments,MCMC10,TRUE,0.713995652173913,0.388318863456985,0.55130228887135,0.931728492501973,0.957379636937648
Human670-QuadCustom_v1_A-b37,MCMC_Experiments,MCMC10,TRUE,0.714215217391304,0.388318863456985,0.55130228887135,0.932123125493291,0.957379636937648
HumanOmniExpress-12v1_A-b37,MCMC_Experiments,MCMC10,FALSE,NA,NA,NA,NA,NA
