chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.790976,0.980662983425414,0.993685872138911,0.981846882399369,0.99802683504341
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,kHAP_Experiments,kHAP2500,TRUE,0.639082627118644,0.527624309392265,0.709550118389897,0.958168902920284,0.99171270718232
HumanHap550-2v3_B-b37,kHAP_Experiments,kHAP2500,TRUE,0.621345493562232,0.523283346487766,0.705209155485399,0.956590370955012,0.987371744277822
HumanHap550v3_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.621345493562232,0.523283346487766,0.705209155485399,0.956590370955012,0.987371744277822
Human610-Quadv1_B-b37,kHAP_Experiments,kHAP2500,TRUE,0.579032751091703,0.388318863456985,0.55130228887135,0.878847671665351,0.92817679558011
human610-quadv1_h-b37,kHAP_Experiments,kHAP2500,TRUE,0.579117903930131,0.388318863456985,0.55130228887135,0.880426203630624,0.929755327545383
HumanHap650Yv3_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.621199570815451,0.523283346487766,0.705209155485399,0.956590370955012,0.987371744277822
Human660W-Quad_v1_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.579234782608696,0.388318863456985,0.55130228887135,0.880031570639305,0.930544593528019
Human660W-Quad_v1_C-b37,kHAP_Experiments,kHAP2500,TRUE,0.579065217391304,0.388318863456985,0.55130228887135,0.878847671665351,0.928571428571429
human660w-quad_v1_h-b37,kHAP_Experiments,kHAP2500,TRUE,0.579065217391304,0.388318863456985,0.55130228887135,0.878847671665351,0.928571428571429
Human670-QuadCustom_v1_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.579065217391304,0.388318863456985,0.55130228887135,0.878847671665351,0.928571428571429
HumanOmniExpress-12v1_A-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,kHAP_Experiments,kHAP2500,FALSE,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.624210069444444,0.481846882399369,0.497632202052092,0.805445935280189,0.876874506708761
humanomniexpressexome-8v1-0_a-b37,kHAP_Experiments,kHAP2500,TRUE,0.624274305555556,0.481846882399369,0.497632202052092,0.805445935280189,0.876874506708761
HumanOmniExpressExome-8-v1-0-B-b37,kHAP_Experiments,kHAP2500,TRUE,0.624265625,0.481846882399369,0.497632202052092,0.805051302288871,0.876479873717443
HumanOmniExpressExome-8v1-2_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.604456140350877,0.481846882399369,0.497632202052092,0.792028413575375,0.810181531176006
HumanOmniExpressExome-8-v1-2-B-b37,kHAP_Experiments,kHAP2500,TRUE,0.604345614035088,0.481846882399369,0.497632202052092,0.789660615627466,0.80741910023678
OmniExpressExome-8v1-1_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.61090158172232,0.494080505130229,0.509865824782952,0.765982636148382,0.785714285714286
OmniExpressExome-8v1-1_B-b37,kHAP_Experiments,kHAP2500,TRUE,0.61090158172232,0.494080505130229,0.509865824782952,0.765982636148382,0.785714285714286
HumanOmniExpressExome-8-v1-1-C-b37,kHAP_Experiments,kHAP2500,TRUE,0.61090158172232,0.494080505130229,0.509865824782952,0.765982636148382,0.785714285714286
InfiniumOmniExpressExome-8v1-3_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.610202108963093,0.402920284135754,0.509865824782952,0.767166535122336,0.785714285714286
InfiniumOmniExpressExome-8v1-4_A1-b37,kHAP_Experiments,kHAP2500,TRUE,0.603706927175844,0.390686661404893,0.406471981057616,0.822415153906867,0.840568271507498
HumanOmni25Exome-8v1_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.761933947772657,0.589187056037885,0.623520126282557,0.917521704814522,0.946329913180742
HumanOmni2-5Exome-8-v1-1-A-b37,kHAP_Experiments,kHAP2500,TRUE,0.756723765432099,0.589187056037885,0.623520126282557,0.916337805840568,0.94672454617206
InfiniumOmni2.5Exome-8v1-2_A-b37,kHAP_Experiments,kHAP2500,TRUE,0.739059748427673,0.471586424625099,0.564719810576164,0.884372533543804,0.917127071823204
