chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,MAF_Experiments,MAF0.5%,TRUE,0.777257887517147,0.980662983425414,0.993685872138911,0.988950276243094,0.998816101026046
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,MAF_Experiments,MAF0.5%,TRUE,0.680228291316527,0.527624309392265,0.709550118389897,0.971981057616417,0.997632202052092
HumanHap550-2v3_B-b37,MAF_Experiments,MAF0.5%,TRUE,0.653469014084507,0.523283346487766,0.705209155485399,0.972770323599053,0.997237569060773
HumanHap550v3_A-b37,MAF_Experiments,MAF0.5%,TRUE,0.653319718309859,0.523283346487766,0.705209155485399,0.972375690607735,0.997632202052092
Human610-Quadv1_B-b37,MAF_Experiments,MAF0.5%,TRUE,0.631311522048364,0.388318863456985,0.55130228887135,0.93646408839779,0.962509865824783
human610-quadv1_h-b37,MAF_Experiments,MAF0.5%,TRUE,0.631588904694168,0.388318863456985,0.55130228887135,0.936858721389108,0.961720599842147
HumanHap650Yv3_A-b37,MAF_Experiments,MAF0.5%,TRUE,0.65313661971831,0.523283346487766,0.705209155485399,0.973559589581689,0.99802683504341
Human660W-Quad_v1_A-b37,MAF_Experiments,MAF0.5%,TRUE,0.63217304964539,0.388318863456985,0.55130228887135,0.936858721389108,0.961720599842147
Human660W-Quad_v1_C-b37,MAF_Experiments,MAF0.5%,TRUE,0.63217304964539,0.388318863456985,0.55130228887135,0.936858721389108,0.961720599842147
human660w-quad_v1_h-b37,MAF_Experiments,MAF0.5%,TRUE,0.63217304964539,0.388318863456985,0.55130228887135,0.936858721389108,0.961720599842147
Human670-QuadCustom_v1_A-b37,MAF_Experiments,MAF0.5%,TRUE,0.631486524822695,0.388318863456985,0.55130228887135,0.935674822415154,0.962115232833465
HumanOmniExpress-12v1_A-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,MAF_Experiments,MAF0.5%,FALSE,NA,NA,NA,NA,NA
