array,kHAP,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,10000,TRUE,0.71455,198,229,73,500,375,0.996842936069455,0.994869771112865
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,10000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,10000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,10000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,10000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,10000,TRUE,0.49110593220339,306,121,45,472,242,0.624704025256511,0.831491712707182
HumanHap550-2v3_B-b37,10000,TRUE,0.471416309012876,312,115,39,466,232,0.620363062352013,0.830307813733228
HumanHap550v3_A-b37,10000,TRUE,0.471416309012876,312,115,39,466,232,0.620363062352013,0.830307813733228
Human610-Quadv1_B-b37,10000,TRUE,0.405731441048035,337,90,31,458,193,0.446329913180742,0.775453827940016
human610-quadv1_h-b37,10000,TRUE,0.405731441048035,337,90,31,458,193,0.446329913180742,0.775453827940016
HumanHap650Yv3_A-b37,10000,TRUE,0.471416309012876,312,115,39,466,232,0.620363062352013,0.830307813733228
Human660W-Quad_v1_A-b37,10000,TRUE,0.405773913043478,339,88,33,460,194,0.446329913180742,0.775059194948698
Human660W-Quad_v1_C-b37,10000,TRUE,0.405802173913043,339,88,33,460,194,0.446329913180742,0.775453827940016
human660w-quad_v1_h-b37,10000,TRUE,0.405769565217391,339,88,33,460,194,0.446329913180742,0.775059194948698
Human670-QuadCustom_v1_A-b37,10000,TRUE,0.405821739130435,339,88,33,460,194,0.446329913180742,0.775453827940016
HumanOmniExpress-12v1_A-b37,10000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,10000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
