contrast,estimate,SE,df,t.ratio,p.value,signf
khap_100 - khap_250,-0.011240707049778802,0.017827584678037914,878,-0.6305232734990964,0.9994350837432568,
khap_100 - khap_500,-0.018639065157718605,0.01782758467803793,878,-1.0455182513131098,0.981249608877804,
khap_100 - khap_1000,-0.036748844054760615,0.017827584678037914,878,-2.061347328784931,0.5007344572836208,
khap_100 - khap_2500,0.10778015238606699,0.017827584678037904,878,6.045695720006488,7.886211539354093e-8,***
khap_100 - khap_5000,0.30007151074972194,0.017827584678037904,878,16.831865682813724,0,***
khap_100 - khap_10000,0.4241084248134424,0.017827584678037904,878,23.78944946680907,0,***
khap_100 - khap_20000,0.33672332952218864,0.01805822278714115,878,18.646537563040905,0,***
khap_100 - khap_30000,0.345842371883272,0.01870784363428453,878,18.486490407129093,0,***
khap_250 - khap_500,-0.007398358107939814,0.017827584678037946,878,-0.41499497781401407,0.9999761415220132,
khap_250 - khap_1000,-0.025508137004981835,0.017827584678037904,878,-1.4308240552858362,0.885822447913331,
khap_250 - khap_2500,0.11902085943584577,0.017827584678037904,878,6.676218993505583,1.5618886184398661e-9,***
khap_250 - khap_5000,0.31131221779950075,0.017827584678037914,878,17.46238895631281,0,***
khap_250 - khap_10000,0.4353491318632212,0.017827584678037914,878,24.419972740308154,0,***
khap_250 - khap_20000,0.34796403657196745,0.018058222787141153,878,19.26900784609572,0,***
khap_250 - khap_30000,0.3570830789330508,0.01870784363428454,878,19.087345709831034,0,***
khap_500 - khap_1000,-0.018109778897041986,0.017827584678037925,878,-1.0158290774718182,0.9843961143355118,
khap_500 - khap_2500,0.1264192175437856,0.01782758467803792,878,7.0912139713195925,9.824030478000623e-11,***
khap_500 - khap_5000,0.31871057590744056,0.01782758467803791,878,17.87738393412683,0,***
khap_500 - khap_10000,0.4427474899711611,0.017827584678037932,878,24.83496771812215,0,***
khap_500 - khap_20000,0.35536239467990727,0.01805822278714116,878,19.678702542807955,0,***
khap_500 - khap_30000,0.3644814370409907,0.018707843634284543,878,19.482813955801475,0,***
khap_1000 - khap_2500,0.1445289964408276,0.017827584678037887,878,8.107043048791427,0,***
khap_1000 - khap_5000,0.3368203548044825,0.01782758467803791,878,18.893213011598647,0,***
khap_1000 - khap_10000,0.46085726886820305,0.017827584678037897,878,25.850796795594015,0,***
khap_1000 - khap_20000,0.3734721735769493,0.018058222787141157,878,20.681557536375628,0,***
khap_1000 - khap_30000,0.38259121593803264,0.018707843634284526,878,20.450845293408648,0,***
khap_2500 - khap_5000,0.19229135836365494,0.01782758467803791,878,10.78616996280723,0,***
khap_2500 - khap_10000,0.3163282724273755,0.01782758467803792,878,17.74375374680257,0,***
khap_2500 - khap_20000,0.22894317713612167,0.018058222787141132,878,12.67805696245741,0,***
khap_2500 - khap_30000,0.23806221949720505,0.018707843634284533,878,12.725262416718374,0,***
khap_5000 - khap_10000,0.12403691406372053,0.01782758467803793,878,6.957583783995343,2.433049317573932e-10,***
khap_5000 - khap_20000,0.03665181877246671,0.01805822278714116,878,2.0296470590985076,0.5229129276566651,
khap_5000 - khap_30000,0.04577086113355009,0.018707843634284543,878,2.446613411375166,0.2601377971511656,
khap_10000 - khap_20000,-0.08738509529125381,0.018058222787141164,878,-4.8390750474890964,5.3881859099602636e-5,***
khap_10000 - khap_30000,-0.07826605293017042,0.018707843634284543,878,-4.183595632942845,0.0010499646638257865,**
khap_20000 - khap_30000,0.009119042361083384,0.018927758668745024,878,0.48178141536332303,0.999925009818312,
