array,MAF,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
NA,0.01,TRUE,0.544466153846154,1648,292,10,1950,1412,0.980662983425414,0.988555643251776
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,TRUE,0.425582519280206,1779,161,5,1945,1035,0.528413575374901,0.981057616416732
NA,0.01,TRUE,0.405104938271605,1790,150,4,1944,981,0.524072612470402,0.982636148382005
NA,0.01,TRUE,0.405703189300412,1790,150,4,1944,982,0.524072612470402,0.982636148382005
NA,0.01,TRUE,0.37554376930999,1821,119,2,1942,896,0.389108129439621,0.948303078137332
NA,0.01,TRUE,0.37553192584964,1821,119,2,1942,898,0.389108129439621,0.949092344119968
NA,0.01,TRUE,0.405075102880658,1790,150,4,1944,981,0.524072612470402,0.982636148382005
NA,0.01,TRUE,0.375593926917138,1822,118,3,1943,899,0.389108129439621,0.94869771112865
NA,0.01,TRUE,0.375830674215131,1822,118,3,1943,903,0.389108129439621,0.94869771112865
NA,0.01,TRUE,0.375830674215131,1822,118,3,1943,903,0.389108129439621,0.94869771112865
NA,0.01,TRUE,0.375463715903242,1822,118,3,1943,900,0.389108129439621,0.949092344119968
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01,TRUE,0.437546700507614,1749,191,30,1970,1061,0.485003946329913,0.879242304656669
NA,0.01,TRUE,0.437686294416244,1749,191,30,1970,1058,0.485003946329913,0.878847671665351
NA,0.01,TRUE,0.437689847715736,1749,191,30,1970,1059,0.485003946329913,0.878058405682715
