"SampleID"	"Range"	"Haplogroup"	"Rank"	"Quality"
"HG00096_HG00096"	"1-16569"	"H16a1"	"1"	"0.6621"
"HG00097_HG00097"	"1-16569"	"T2f1a1"	"1"	"0.7357"
"HG00099_HG00099"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00100_HG00100"	"1-16569"	"X2b8"	"1"	"0.6130"
"HG00101_HG00101"	"1-16569"	"J1c3g"	"1"	"0.6994"
"HG00102_HG00102"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00103_HG00103"	"1-16569"	"J1c3b2"	"1"	"0.6821"
"HG00105_HG00105"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00106_HG00106"	"1-16569"	"J2b1a"	"1"	"0.7262"
"HG00107_HG00107"	"1-16569"	"J1c3b1a"	"1"	"0.7446"
"HG00108_HG00108"	"1-16569"	"X2b"	"1"	"0.6616"
"HG00109_HG00109"	"1-16569"	"U4a2"	"1"	"0.7175"
"HG00110_HG00110"	"1-16569"	"H1e1a"	"1"	"0.6563"
"HG00111_HG00111"	"1-16569"	"H1e2"	"1"	"0.6255"
"HG00112_HG00112"	"1-16569"	"H5b2"	"1"	"0.6623"
"HG00113_HG00113"	"1-16569"	"X2b8"	"1"	"0.6130"
"HG00114_HG00114"	"1-16569"	"U5b2c2b"	"1"	"0.7222"
"HG00115_HG00115"	"1-16569"	"T2b23a"	"1"	"0.7332"
"HG00116_HG00116"	"1-16569"	"U5b2c2b"	"1"	"0.7222"
"HG00117_HG00117"	"1-16569"	"J1c2e1"	"1"	"0.6987"
"HG00118_HG00118"	"1-16569"	"H3a1a"	"1"	"0.6363"
"HG00119_HG00119"	"1-16569"	"T1a1+@152"	"1"	"0.7100"
"HG00120_HG00120"	"1-16569"	"J1c5"	"1"	"0.7515"
"HG00121_HG00121"	"1-16569"	"K1a4g"	"1"	"0.7132"
"HG00122_HG00122"	"1-16569"	"U5b2c2b"	"1"	"0.6965"
"HG00123_HG00123"	"1-16569"	"H2a2b5a"	"1"	"0.5561"
"HG00124_HG00124"	"1-16569"	"I2c"	"1"	"0.6694"
"HG00125_HG00125"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00126_HG00126"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00127_HG00127"	"1-16569"	"H2a2a1f"	"1"	"0.6786"
"HG00128_HG00128"	"1-16569"	"K2b1a3"	"1"	"0.7174"
"HG00129_HG00129"	"1-16569"	"H3k1a"	"1"	"0.6770"
"HG00130_HG00130"	"1-16569"	"X2b4"	"1"	"0.5679"
"HG00131_HG00131"	"1-16569"	"H2a2a2"	"1"	"0.8349"
"HG00132_HG00132"	"1-16569"	"U5a2a1d"	"1"	"0.6873"
"HG00133_HG00133"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00136_HG00136"	"1-16569"	"T2b"	"1"	"0.7416"
"HG00137_HG00137"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00138_HG00138"	"1-16569"	"H2a2a1g"	"1"	"0.5435"
"HG00139_HG00139"	"1-16569"	"H4a1a4b"	"1"	"0.7836"
"HG00140_HG00140"	"1-16569"	"H4a1a4b"	"1"	"0.7268"
"HG00141_HG00141"	"1-16569"	"T2b19b"	"1"	"0.7358"
"HG00142_HG00142"	"1-16569"	"U5a1b"	"1"	"0.6574"
"HG00143_HG00143"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00145_HG00145"	"1-16569"	"U5a1a1g"	"1"	"0.6066"
"HG00146_HG00146"	"1-16569"	"U5a2a1"	"1"	"0.6762"
"HG00148_HG00148"	"1-16569"	"W5a"	"1"	"0.7069"
"HG00149_HG00149"	"1-16569"	"H24a"	"1"	"0.5681"
"HG00150_HG00150"	"1-16569"	"H1c1"	"1"	"0.6724"
"HG00151_HG00151"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00154_HG00154"	"1-16569"	"I4a2"	"1"	"0.7242"
"HG00155_HG00155"	"1-16569"	"U4b1b2"	"1"	"0.7398"
"HG00157_HG00157"	"1-16569"	"H5'36"	"1"	"0.5521"
"HG00158_HG00158"	"1-16569"	"H1e2"	"1"	"0.6255"
"HG00159_HG00159"	"1-16569"	"H2a2a1g"	"1"	"0.5667"
"HG00160_HG00160"	"1-16569"	"U5a2b2"	"1"	"0.6424"
"HG00171_HG00171"	"1-16569"	"V1a1a"	"1"	"0.6903"
"HG00173_HG00173"	"1-16569"	"U5b1b2"	"1"	"0.6769"
"HG00174_HG00174"	"1-16569"	"U5b1b2"	"1"	"0.6769"
"HG00176_HG00176"	"1-16569"	"U8a1a1b1"	"1"	"0.7927"
"HG00177_HG00177"	"1-16569"	"K1c1c"	"1"	"0.7498"
"HG00178_HG00178"	"1-16569"	"H13a1a1d1"	"1"	"0.7637"
"HG00179_HG00179"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00180_HG00180"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00181_HG00181"	"1-16569"	"U4d1a1"	"1"	"0.7618"
"HG00182_HG00182"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00183_HG00183"	"1-16569"	"H45a"	"1"	"0.6382"
"HG00185_HG00185"	"1-16569"	"K1c1c"	"1"	"0.7123"
"HG00186_HG00186"	"1-16569"	"U4d1a1"	"1"	"0.7618"
"HG00187_HG00187"	"1-16569"	"U5b1b2a"	"1"	"0.6881"
"HG00188_HG00188"	"1-16569"	"U5b1b1a"	"1"	"0.7136"
"HG00189_HG00189"	"1-16569"	"H1f1"	"1"	"0.6906"
"HG00190_HG00190"	"1-16569"	"H2a2a1f"	"1"	"0.5434"
"HG00231_HG00231"	"1-16569"	"W5a1a"	"1"	"0.6931"
"HG00232_HG00232"	"1-16569"	"H1"	"1"	"0.5429"
"HG00233_HG00233"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00234_HG00234"	"1-16569"	"T2a1a2"	"1"	"0.7292"
"HG00235_HG00235"	"1-16569"	"J1c2t"	"1"	"0.7306"
"HG00236_HG00236"	"1-16569"	"K2a3"	"1"	"0.7515"
"HG00237_HG00237"	"1-16569"	"H3b4a"	"1"	"0.7012"
"HG00238_HG00238"	"1-16569"	"U5b1c1a1"	"1"	"0.6966"
"HG00239_HG00239"	"1-16569"	"H3z"	"1"	"0.6196"
"HG00240_HG00240"	"1-16569"	"U5b1c1a1"	"1"	"0.6966"
"HG00242_HG00242"	"1-16569"	"U5b2a1b"	"1"	"0.7246"
"HG00243_HG00243"	"1-16569"	"K2b1a2"	"1"	"0.7884"
"HG00244_HG00244"	"1-16569"	"X2b5"	"1"	"0.6056"
"HG00245_HG00245"	"1-16569"	"H3g1b"	"1"	"0.6627"
"HG00246_HG00246"	"1-16569"	"T2b5"	"1"	"0.7494"
"HG00250_HG00250"	"1-16569"	"U4b1a2a"	"1"	"0.7279"
"HG00251_HG00251"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00252_HG00252"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00253_HG00253"	"1-16569"	"I1a1b"	"1"	"0.7365"
"HG00254_HG00254"	"1-16569"	"H5a8"	"1"	"0.5031"
"HG00255_HG00255"	"1-16569"	"U4b1a2b"	"1"	"0.7708"
"HG00256_HG00256"	"1-16569"	"H5b2"	"1"	"0.6623"
"HG00257_HG00257"	"1-16569"	"J1c8a"	"1"	"0.7476"
"HG00258_HG00258"	"1-16569"	"J1c2q"	"1"	"0.7506"
"HG00259_HG00259"	"1-16569"	"T2b4"	"1"	"0.7470"
"HG00260_HG00260"	"1-16569"	"U5b2a2c"	"1"	"0.7139"
"HG00261_HG00261"	"1-16569"	"J1c2c3"	"1"	"0.6892"
"HG00262_HG00262"	"1-16569"	"T2b13"	"1"	"0.7485"
"HG00263_HG00263"	"1-16569"	"U8a1b"	"1"	"0.7029"
"HG00264_HG00264"	"1-16569"	"H5s"	"1"	"0.6299"
"HG00265_HG00265"	"1-16569"	"T2b19"	"1"	"0.7481"
"HG00266_HG00266"	"1-16569"	"H1f1"	"1"	"0.6906"
"HG00267_HG00267"	"1-16569"	"U4a2"	"1"	"0.6763"
"HG00268_HG00268"	"1-16569"	"U5a2a1a"	"1"	"0.6813"
"HG00269_HG00269"	"1-16569"	"H1a2"	"1"	"0.6355"
"HG00271_HG00271"	"1-16569"	"U5b1b2a"	"1"	"0.6881"
"HG00272_HG00272"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00273_HG00273"	"1-16569"	"U5b1b2a"	"1"	"0.5913"
"HG00274_HG00274"	"1-16569"	"U5b1b2a"	"1"	"0.6156"
"HG00275_HG00275"	"1-16569"	"U5b1b2"	"1"	"0.6440"
"HG00276_HG00276"	"1-16569"	"J1c2n1"	"1"	"0.7629"
"HG00277_HG00277"	"1-16569"	"U5b1b1a1a"	"1"	"0.7170"
"HG00278_HG00278"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00280_HG00280"	"1-16569"	"X2c1"	"1"	"0.6655"
"HG00281_HG00281"	"1-16569"	"U5a1a1"	"1"	"0.6484"
"HG00282_HG00282"	"1-16569"	"V1a1a"	"1"	"0.6903"
"HG00284_HG00284"	"1-16569"	"U5b2a1a1d"	"1"	"0.6249"
"HG00285_HG00285"	"1-16569"	"U5b1b2"	"1"	"0.6769"
"HG00288_HG00288"	"1-16569"	"U5a1b1h"	"1"	"0.6665"
"HG00290_HG00290"	"1-16569"	"U5a2a1a"	"1"	"0.6813"
"HG00304_HG00304"	"1-16569"	"H2a1a"	"1"	"0.5588"
"HG00306_HG00306"	"1-16569"	"U5a2b"	"1"	"0.5428"
"HG00308_HG00308"	"1-16569"	"W1a"	"1"	"0.7085"
"HG00309_HG00309"	"1-16569"	"H2a2a1f"	"1"	"0.5487"
"HG00310_HG00310"	"1-16569"	"H1a2"	"1"	"0.6355"
"HG00311_HG00311"	"1-16569"	"U5b1b2a"	"1"	"0.5913"
"HG00313_HG00313"	"1-16569"	"H1f1"	"1"	"0.7009"
"HG00315_HG00315"	"1-16569"	"J1b1a"	"1"	"0.7637"
"HG00318_HG00318"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00319_HG00319"	"1-16569"	"H6a1a3"	"1"	"0.6824"
"HG00320_HG00320"	"1-16569"	"U5b1b1a"	"1"	"0.7136"
"HG00321_HG00321"	"1-16569"	"U4a2"	"1"	"0.6763"
"HG00323_HG00323"	"1-16569"	"V1a1a"	"1"	"0.6903"
"HG00324_HG00324"	"1-16569"	"H13a1a1d1"	"1"	"0.7637"
"HG00325_HG00325"	"1-16569"	"H4a1a1"	"1"	"0.7700"
"HG00326_HG00326"	"1-16569"	"K1c1c"	"1"	"0.7498"
"HG00327_HG00327"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00328_HG00328"	"1-16569"	"H2a2a1"	"1"	"0.5000"
"HG00329_HG00329"	"1-16569"	"I2a1a"	"1"	"0.7344"
"HG00330_HG00330"	"1-16569"	"U5b1b2"	"1"	"0.6227"
"HG00331_HG00331"	"1-16569"	"K1a4a1a2b"	"1"	"0.7610"
"HG00332_HG00332"	"1-16569"	"J1c2c2"	"1"	"0.7315"
"HG00334_HG00334"	"1-16569"	"J1c+16261+189"	"1"	"0.6772"
"HG00335_HG00335"	"1-16569"	"H1f1"	"1"	"0.6843"
"HG00336_HG00336"	"1-16569"	"W6a"	"1"	"0.6641"
"HG00337_HG00337"	"1-16569"	"T2b4"	"1"	"0.6951"
"HG00338_HG00338"	"1-16569"	"J1c1"	"1"	"0.7231"
"HG00339_HG00339"	"1-16569"	"U4d1a1"	"1"	"0.7551"
"HG00341_HG00341"	"1-16569"	"U5b1b2a"	"1"	"0.6881"
"HG00342_HG00342"	"1-16569"	"H1a8"	"1"	"0.6304"
"HG00343_HG00343"	"1-16569"	"H6a1a3"	"1"	"0.6824"
"HG00344_HG00344"	"1-16569"	"T2e1"	"1"	"0.7280"
"HG00345_HG00345"	"1-16569"	"V1a1a"	"1"	"0.6903"
"HG00346_HG00346"	"1-16569"	"K1a2a2"	"1"	"0.6871"
"HG00349_HG00349"	"1-16569"	"K1a4a1f"	"1"	"0.7185"
"HG00350_HG00350"	"1-16569"	"W5a"	"1"	"0.5173"
"HG00351_HG00351"	"1-16569"	"U5a2a1e"	"1"	"0.6908"
"HG00353_HG00353"	"1-16569"	"H1b1d"	"1"	"0.6173"
"HG00355_HG00355"	"1-16569"	"J1c2b5"	"1"	"0.7250"
"HG00356_HG00356"	"1-16569"	"T2b4"	"1"	"0.7217"
"HG00357_HG00357"	"1-16569"	"U5b1b2a"	"1"	"0.6881"
"HG00358_HG00358"	"1-16569"	"U5b1b1a"	"1"	"0.7136"
"HG00360_HG00360"	"1-16569"	"H2a1"	"1"	"0.6298"
"HG00361_HG00361"	"1-16569"	"H1b1i"	"1"	"0.6123"
"HG00362_HG00362"	"1-16569"	"H1q1"	"1"	"0.5587"
"HG00364_HG00364"	"1-16569"	"U5b1b2a"	"1"	"0.6881"
"HG00365_HG00365"	"1-16569"	"H1c"	"1"	"0.6055"
"HG00366_HG00366"	"1-16569"	"H5a1e"	"1"	"0.5700"
"HG00367_HG00367"	"1-16569"	"U5a1b1h"	"1"	"0.6436"
"HG00368_HG00368"	"1-16569"	"U5b1b2"	"1"	"0.6769"
"HG00369_HG00369"	"1-16569"	"I1a1a2"	"1"	"0.7442"
"HG00371_HG00371"	"1-16569"	"X2c1"	"1"	"0.6603"
"HG00372_HG00372"	"1-16569"	"H2a2a1f"	"1"	"0.7273"
"HG00373_HG00373"	"1-16569"	"U5b1b1a1"	"1"	"0.7160"
